5.335200e-01,-1.098224e+02,9.273224e+01,1.000000e+00
5.336800e-01,-1.095937e+02,9.304568e+01,1.000000e+00
4.984800e-01,-1.095269e+02,9.274504e+01,1.000000e+00
4.287200e-01,-1.087070e+02,9.308408e+01,1.000000e+00
4.287200e-01,-1.082922e+02,9.317136e+01,1.000000e+00
5.342400e-01,-1.072483e+02,9.433504e+01,1.000000e+00
1.825600e-01,-1.195186e+02,3.930312e+01,1.000000e+00
-3.582400e-01,-1.165845e+02,4.112544e+01,1.000000e+00
3.561600e-01,-1.093199e+02,9.180440e+01,1.000000e+00
2.865600e-01,-1.088065e+02,9.204552e+01,1.000000e+00
1.896800e-01,-1.181352e+02,4.670208e+01,1.000000e+00
2.674400e-01,-1.182812e+02,4.670360e+01,1.000000e+00
5.167200e-01,-1.145931e+02,6.900776e+01,1.000000e+00
2.515200e-01,-1.088093e+02,9.179752e+01,1.000000e+00
-3.809600e-01,-1.073609e+02,8.427224e+01,1.000000e+00
2.112000e-01,-1.139652e+02,6.900120e+01,1.000000e+00
2.903200e-01,-1.134950e+02,7.283144e+01,1.000000e+00
5.276800e-01,-1.120844e+02,8.432224e+01,1.000000e+00
4.485600e-01,-1.125546e+02,8.049193e+01,1.000000e+00
-1.032160e+00,-1.075322e+02,6.893312e+01,1.000000e+00
-1.269280e+00,-1.075946e+02,6.334792e+01,1.000000e+00
-7.267200e-01,-1.101830e+02,6.337536e+01,1.000000e+00
8.296800e-01,-1.072769e+02,9.177673e+01,1.000000e+00
8.647200e-01,-1.072741e+02,9.202472e+01,1.000000e+00
3.401600e-01,-1.072686e+02,9.252087e+01,1.000000e+00
7.776000e-02,-1.044797e+02,9.273927e+01,1.000000e+00
2.977600e+00,-1.077807e+02,4.659064e+01,1.000000e+00
3.053520e+00,-1.078014e+02,4.473736e+01,1.000000e+00
-2.295360e+00,-1.078646e+02,3.917976e+01,1.000000e+00
-9.771200e-01,-1.078436e+02,4.103248e+01,1.000000e+00
1.288960e+00,-1.075318e+02,6.893216e+01,1.000000e+00
1.451760e+00,-1.074889e+02,7.276696e+01,1.000000e+00
2.299200e-01,-1.074036e+02,8.043712e+01,1.000000e+00
-1.032160e+00,-1.075322e+02,6.893312e+01,1.000000e+00
3.086400e-01,-1.114261e+02,8.431535e+01,1.000000e+00
3.561600e-01,-1.093199e+02,9.180440e+01,1.000000e+00
3.443200e-01,-1.098465e+02,8.993208e+01,1.000000e+00
5.276800e-01,-1.120844e+02,8.432224e+01,1.000000e+00
5.291200e-01,-1.115190e+02,8.642472e+01,1.000000e+00
1.434400e+00,-1.073605e+02,8.427161e+01,1.000000e+00
3.118400e-01,-1.072979e+02,8.990073e+01,1.000000e+00
5.008000e-01,-1.187191e+02,4.670816e+01,1.000000e+00
8.090400e-01,-1.191727e+02,4.115256e+01,1.000000e+00
6.732000e-01,-1.086402e+02,9.278344e+01,1.000000e+00
6.384799e-01,-1.087070e+02,9.308408e+01,1.000000e+00
5.684000e-01,-1.095269e+02,9.274504e+01,1.000000e+00
7.519200e-01,-1.082966e+02,9.277969e+01,1.000000e+00
